InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
573418,22560,TRADITIONAL MODELLING CLAY,24,10/31/2011 9:35,1.25,15360.0,United Kingdom
576274,48187,DOORMAT NEW ENGLAND,1,11/14/2011 14:24,8.25,17793.0,United Kingdom
555017,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,2,5/31/2011 11:14,2.95,16801.0,United Kingdom
C546278,22841,ROUND CAKE TIN VINTAGE GREEN,-1,3/10/2011 15:06,7.95,13476.0,United Kingdom
549047,21207,SKULL AND CROSSBONES  GARLAND ,2,4/6/2011 10:07,1.65,17783.0,United Kingdom
567489,23129,HEART SHAPED HOLLY WREATH,10,9/20/2011 14:08,4.15,18135.0,United Kingdom
561105,23315,IVORY REFECTORY CLOCK,2,7/25/2011 11:36,9.95,15218.0,United Kingdom
564161,22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,15,8/23/2011 13:13,1.65,14523.0,United Kingdom
552121,22149,FELTCRAFT 6 FLOWER FRIENDS,6,5/6/2011 11:40,2.1,15757.0,United Kingdom
572314,85054,FRENCH ENAMEL POT W LID,1,10/23/2011 15:59,2.95,17111.0,United Kingdom
562894,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24,8/10/2011 12:35,1.25,12571.0,France
575868,21463,MIRRORED DISCO BALL ,2,11/11/2011 12:44,5.95,12985.0,United Kingdom
551844,21469,POLKA DOT RAFFIA FOOD COVER,2,5/4/2011 14:03,3.75,14173.0,United Kingdom
555638,22037,ROBOT BIRTHDAY CARD,12,6/6/2011 12:51,0.42,15150.0,United Kingdom
577508,85034B,3 WHITE CHOC MORRIS BOXED CANDLES,3,11/20/2011 12:45,1.25,18127.0,United Kingdom
542786,20679,EDWARDIAN PARASOL RED,3,2/1/2011 10:15,5.95,17314.0,United Kingdom
579711,23275,SET OF 3 HANGING OWLS OLLIE BEAK,1,11/30/2011 14:17,1.25,15060.0,United Kingdom
541683,22149,FELTCRAFT 6 FLOWER FRIENDS,2,1/20/2011 15:01,2.1,14085.0,United Kingdom
542731,15039,SANDALWOOD FAN,10,1/31/2011 15:27,0.85,13600.0,United Kingdom
564843,20705,MRS ROBOT SOFT TOY,1,8/30/2011 14:09,6.95,15866.0,United Kingdom
C555877,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,-1,6/7/2011 15:28,1.45,16218.0,United Kingdom
573599,23157,SET OF 6 NATIVITY MAGNETS ,120,10/31/2011 15:20,1.85,17924.0,United Kingdom
576069,21471,STRAWBERRY RAFFIA FOOD COVER,1,11/13/2011 15:57,3.75,13603.0,United Kingdom
552978,22505,MEMO BOARD COTTAGE DESIGN,24,5/12/2011 14:46,4.25,12590.0,Germany
575127,23330,DECORATIVE WICKER HEART MEDIUM,12,11/8/2011 14:26,1.25,13695.0,United Kingdom
546982,22449,SILK PURSE BABUSHKA PINK,1,3/18/2011 12:26,3.35,15483.0,United Kingdom
541491,37370,RETRO COFFEE MUGS ASSORTED,24,1/18/2011 14:04,1.25,12510.0,Spain
572194,51014A,"FEATHER PEN,HOT PINK",12,10/21/2011 11:43,0.39,17832.0,United Kingdom
540168,22383,LUNCH BAG SUKI  DESIGN ,10,1/5/2011 12:15,1.65,13715.0,United Kingdom
C579918,23169,CLASSIC GLASS COOKIE JAR,-2,12/1/2011 8:58,4.15,13410.0,United Kingdom
569302,23368,SET 12 COLOUR PENCILS DOLLY GIRL ,3,10/3/2011 12:04,0.65,16205.0,United Kingdom
578302,23543,WALL ART KEEP CALM ,2,11/23/2011 15:23,8.25,16057.0,United Kingdom
559812,84946,ANTIQUE SILVER T-LIGHT GLASS,18,7/12/2011 15:29,1.25,15051.0,United Kingdom
540351,21054,NURSE'S BAG SOFT TOY,1,1/6/2011 14:26,8.95,12735.0,France
573599,21497,FANCY FONTS BIRTHDAY WRAP,50,10/31/2011 15:20,0.42,17924.0,United Kingdom
575320,22652,TRAVEL SEWING KIT,10,11/9/2011 13:30,1.65,17011.0,United Kingdom
546389,22980,PANTRY SCRUBBING BRUSH,12,3/11/2011 13:56,1.65,16801.0,United Kingdom
541480,84247L,FAWN AND MUSHROOM GREETING CARD,12,1/18/2011 12:05,0.42,12527.0,Germany
541003,22150,3 STRIPEY MICE FELTCRAFT,6,1/13/2011 10:35,1.95,15835.0,United Kingdom
578996,21930,JUMBO STORAGE BAG SKULLS,2,11/27/2011 16:02,2.08,13991.0,United Kingdom
541883,22938,CUPCAKE LACE PAPER SET 6,48,1/24/2011 10:56,1.65,13408.0,United Kingdom
571429,84658,WHITE STITCHED CUSHION COVER,2,10/17/2011 12:50,6.95,15335.0,United Kingdom
551277,84992,72 SWEETHEART FAIRY CAKE CASES,1,4/27/2011 13:06,0.55,13637.0,United Kingdom
569412,21790,VINTAGE SNAP CARDS,12,10/4/2011 9:51,0.85,13650.0,United Kingdom
545300,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,6,3/1/2011 12:24,2.95,15092.0,United Kingdom
552654,21733,RED HANGING HEART T-LIGHT HOLDER,1,5/10/2011 14:20,2.95,15756.0,United Kingdom
559940,23245,SET OF 3 REGENCY CAKE TINS,144,7/14/2011 10:20,4.15,17396.0,United Kingdom
564713,22470,HEART OF WICKER LARGE,2,8/28/2011 10:43,2.95,16768.0,United Kingdom
574251,22580,ADVENT CALENDAR GINGHAM SACK,3,11/3/2011 13:22,5.95,18205.0,United Kingdom
577228,22374,AIRLINE BAG VINTAGE JET SET RED,1,11/18/2011 12:07,4.25,12391.0,Cyprus
558204,17014A,ORIGAMI VANILLA INCENSE CONES,4,6/27/2011 13:58,0.42,18193.0,United Kingdom
567890,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,9/22/2011 15:40,1.65,14125.0,United Kingdom
565115,22197,POPCORN HOLDER,22,9/1/2011 11:22,0.85,16880.0,United Kingdom
543275,20981,12 PENCILS TALL TUBE WOODLAND,1,2/6/2011 12:49,0.85,13584.0,United Kingdom
545543,22138,BAKING SET 9 PIECE RETROSPOT ,3,3/3/2011 14:43,4.95,13476.0,United Kingdom
549301,85014B,RED RETROSPOT UMBRELLA,3,4/8/2011 8:24,5.95,16643.0,United Kingdom
572896,21684,SMALL MEDINA STAMPED METAL BOWL ,12,10/26/2011 14:41,0.85,12456.0,Switzerland
568075,90019A,SILVER M.O.P ORBIT BRACELET,1,9/23/2011 14:21,4.95,14652.0,United Kingdom
538208,21481,FAWN BLUE HOT WATER BOTTLE,2,12/10/2010 11:39,2.95,14037.0,United Kingdom
577598,23367,SET 12 COLOUR PENCILS SPACEBOY ,16,11/21/2011 8:19,0.65,13430.0,United Kingdom
541566,21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,48,1/19/2011 11:50,0.65,17722.0,United Kingdom
546420,37482P,CUBIC MUG PINK POLKADOT,4,3/13/2011 11:18,0.39,14810.0,United Kingdom
558908,22362,GLASS JAR PEACOCK BATH SALTS,6,7/5/2011 9:06,2.95,13338.0,United Kingdom
541112,21485,RETROSPOT HEART HOT WATER BOTTLE,12,1/13/2011 15:17,4.95,18085.0,United Kingdom
575760,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,7,11/11/2011 10:50,2.08,15965.0,United Kingdom
567175,47566B,TEA TIME PARTY BUNTING,2,9/18/2011 13:38,4.95,13067.0,United Kingdom
575320,22523,CHILDS GARDEN FORK PINK,12,11/9/2011 13:30,0.85,17011.0,United Kingdom
572676,23101,SILVER STARS TABLE DECORATION,12,10/25/2011 13:30,0.83,16258.0,United Kingdom
571923,POST,POSTAGE,2,10/19/2011 16:24,18.0,12685.0,France
560278,22731,3D CHRISTMAS STAMPS STICKERS ,3,7/17/2011 15:45,1.25,13610.0,United Kingdom
557127,22898,CHILDRENS APRON APPLES DESIGN,50,6/16/2011 19:40,1.65,15014.0,United Kingdom
545300,21908,CHOCOLATE THIS WAY METAL SIGN,12,3/1/2011 12:24,2.1,15092.0,United Kingdom
550784,21257,VICTORIAN SEWING BOX MEDIUM,2,4/20/2011 13:59,7.95,13269.0,United Kingdom
551163,22459,CAST IRON HOOK GARDEN TROWEL,1,4/26/2011 15:52,2.55,12573.0,France
559056,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,7/6/2011 9:15,1.65,14645.0,United Kingdom
580639,22210,WOOD STAMP SET BEST WISHES,1,12/5/2011 12:46,0.83,17254.0,United Kingdom
581017,85034C,3 ROSE MORRIS BOXED CANDLES,12,12/7/2011 10:06,1.25,14910.0,United Kingdom
561617,22365,DOORMAT RESPECTABLE HOUSE,2,7/28/2011 13:05,7.95,18237.0,United Kingdom
561658,23014,GLASS APOTHECARY BOTTLE ELIXIR,1,7/28/2011 16:06,3.95,12743.0,Unspecified
544568,22619,SET OF 6 SOLDIER SKITTLES,4,2/21/2011 12:54,3.75,15065.0,United Kingdom
554505,21818,GLITTER HEART DECORATION,12,5/24/2011 15:14,0.85,17521.0,United Kingdom
554837,22430,ENAMEL WATERING CAN CREAM,2,5/26/2011 16:30,4.95,14584.0,United Kingdom
540463,22467,GUMBALL COAT RACK,12,1/7/2011 13:13,2.55,12489.0,France
545066,22228,BUNNY WOODEN PAINTED WITH BIRD ,2,2/27/2011 14:44,0.85,13610.0,United Kingdom
563835,23343,JUMBO BAG VINTAGE CHRISTMAS ,10,8/19/2011 12:53,2.08,13242.0,United Kingdom
560278,23294,SET OF 6 SNACK LOAF BAKING CASES,1,7/17/2011 15:45,0.83,13610.0,United Kingdom
556926,21172,PARTY METAL SIGN ,1,6/15/2011 14:26,1.45,16324.0,United Kingdom
546979,22090,PAPER BUNTING RETROSPOT,40,3/18/2011 12:18,2.55,16256.0,United Kingdom
555856,72780,BLACK SILOUETTE CANDLE PLATE,6,6/7/2011 14:02,0.85,17124.0,United Kingdom
560607,POST,POSTAGE,3,7/20/2011 10:15,28.0,12510.0,Spain
539222,21931,JUMBO STORAGE BAG SUKI,10,12/16/2010 13:00,1.95,14621.0,United Kingdom
567476,20713,JUMBO BAG OWLS,10,9/20/2011 13:19,2.08,14859.0,United Kingdom
540520,21506,"FANCY FONT BIRTHDAY CARD, ",12,1/9/2011 12:31,0.42,17555.0,United Kingdom
544160,21385,IVORY HANGING DECORATION  HEART,24,2/16/2011 12:49,0.85,16494.0,United Kingdom
573428,22585,PACK OF 6 BIRDY GIFT TAGS,12,10/31/2011 10:19,1.25,12571.0,France
C573925,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-1,11/2/2011 9:50,4.95,17109.0,United Kingdom
549566,21713,CITRONELLA CANDLE FLOWERPOT,4,4/10/2011 14:27,2.1,13610.0,United Kingdom
564161,21326,AGED GLASS SILVER T-LIGHT HOLDER,72,8/23/2011 13:13,0.65,14523.0,United Kingdom
550469,17021,NAMASTE SWAGAT INCENSE,18,4/18/2011 13:46,0.3,16399.0,United Kingdom
540288,22913,RED COAT RACK PARIS FASHION,1,1/6/2011 12:45,4.95,17634.0,United Kingdom
577046,22555,PLASTERS IN TIN STRONGMAN,12,11/17/2011 13:46,1.65,12449.0,Belgium
574262,22294,HEART FILIGREE DOVE  SMALL,24,11/3/2011 14:05,1.25,13721.0,United Kingdom
554306,84997B,CHILDRENS CUTLERY RETROSPOT RED ,8,5/23/2011 14:59,4.15,15734.0,United Kingdom
570210,22481,BLACK TEA TOWEL CLASSIC DESIGN,6,10/9/2011 10:48,1.25,13259.0,United Kingdom
546685,22236,CAKE STAND 3 TIER MAGIC GARDEN,1,3/16/2011 9:52,12.75,15687.0,United Kingdom
563840,23166,MEDIUM CERAMIC TOP STORAGE JAR,24,8/19/2011 13:33,1.25,14712.0,United Kingdom
562046,22075,6 RIBBONS ELEGANT CHRISTMAS ,12,8/2/2011 10:34,1.65,12378.0,Switzerland
554993,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,3,5/29/2011 14:13,2.55,17051.0,United Kingdom
578927,23208,LUNCH BAG VINTAGE LEAF DESIGN,2,11/27/2011 12:26,1.65,15747.0,United Kingdom
543094,47590B,PINK HAPPY BIRTHDAY BUNTING,2,2/3/2011 11:28,5.45,16030.0,United Kingdom
539993,20682,RED RETROSPOT CHILDRENS UMBRELLA,6,1/4/2011 10:00,3.25,13313.0,United Kingdom
577469,21900,"KEY FOB , SHED",2,11/20/2011 11:25,0.65,15009.0,United Kingdom
577533,84661B,BLACK SQUARE TABLE CLOCK,1,11/20/2011 14:04,2.55,16877.0,United Kingdom
577410,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,11/20/2011 10:59,2.08,14664.0,United Kingdom
571030,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,72,10/13/2011 12:26,0.55,12876.0,Belgium
579286,23411, TRELLIS COAT RACK,1,11/29/2011 10:57,4.95,17772.0,United Kingdom
542433,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,1/28/2011 10:45,0.85,12726.0,France
560979,20719,WOODLAND CHARLOTTE BAG,10,7/22/2011 12:21,0.85,15232.0,United Kingdom
536423,22113,GREY HEART HOT WATER BOTTLE,8,12/1/2010 12:08,3.75,18085.0,United Kingdom
568181,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,24,9/25/2011 13:42,0.29,17154.0,United Kingdom
545000,21531,RED RETROSPOT SUGAR JAM BOWL,6,2/25/2011 12:37,2.55,15281.0,United Kingdom
569220,72800B, 4 PURPLE FLOCK DINNER CANDLES,1,10/2/2011 13:26,2.55,16007.0,United Kingdom
574481,20985,HEART CALCULATOR,1,11/4/2011 12:45,1.25,18022.0,United Kingdom
555473,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,36,6/3/2011 11:59,1.25,14700.0,United Kingdom
540410,POST,POSTAGE,3,1/7/2011 10:04,18.0,12530.0,Germany
568235,22562,MONSTERS STENCIL CRAFT,12,9/26/2011 11:39,1.25,13410.0,United Kingdom
544411,22384,LUNCH BAG PINK POLKADOT,10,2/18/2011 14:18,1.65,13799.0,United Kingdom
539212,85150,LADIES & GENTLEMEN METAL SIGN,6,12/16/2010 12:20,2.55,17146.0,United Kingdom
578949,23025,DRAWER KNOB VINTAGE GLASS BALL,2,11/27/2011 14:30,2.08,14954.0,United Kingdom
565845,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,20,9/7/2011 12:21,2.08,14709.0,United Kingdom
573340,23400,SHELF WITH 4 HOOKS HOME SWEET HOME,1,10/30/2011 11:55,6.25,14159.0,United Kingdom
548708,22254,FELT TOADSTOOL LARGE,1,4/3/2011 12:41,1.25,13269.0,United Kingdom
566204,22689,DOORMAT MERRY CHRISTMAS RED ,8,9/9/2011 14:58,8.25,14628.0,United Kingdom
577320,22750,FELTCRAFT PRINCESS LOLA DOLL,8,11/18/2011 13:44,3.75,13880.0,United Kingdom
543275,22274,FELTCRAFT DOLL EMILY,2,2/6/2011 12:49,2.95,13584.0,United Kingdom
545853,21896,POTTING SHED TWINE,2,3/7/2011 13:50,2.1,16517.0,United Kingdom
565451,22383,LUNCH BAG SUKI DESIGN ,10,9/4/2011 15:37,1.65,15365.0,United Kingdom
578301,23581,JUMBO BAG PAISLEY PARK,10,11/23/2011 15:14,2.08,17034.0,United Kingdom
568151,23401,RUSTIC MIRROR WITH LACE HEART,4,9/25/2011 11:39,6.25,17506.0,United Kingdom
572872,21890,S/6 WOODEN SKITTLES IN COTTON BAG,2,10/26/2011 13:27,3.25,15320.0,United Kingdom
561147,22608,PENS ASSORTED FUNKY JEWELED ,36,7/25/2011 13:06,0.19,16841.0,United Kingdom
544643,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,2/22/2011 11:43,2.95,13038.0,United Kingdom
577228,23515,EMBROIDERED RIBBON REEL DAISY ,1,11/18/2011 12:07,2.08,12391.0,Cyprus
574672,22834,HAND WARMER BABUSHKA DESIGN,1,11/6/2011 12:25,2.1,13532.0,United Kingdom
571732,84836,ZINC METAL HEART DECORATION,12,10/19/2011 9:58,1.25,16298.0,United Kingdom
569832,23220,REINDEER HEART DECORATION GOLD,12,10/6/2011 12:51,0.83,15315.0,United Kingdom
566303,22470,HEART OF WICKER LARGE,6,9/12/2011 8:24,2.95,12997.0,United Kingdom
565915,22867,HAND WARMER BIRD DESIGN,5,9/7/2011 15:52,2.1,15752.0,United Kingdom
547520,22384,LUNCH BAG PINK POLKADOT,10,3/23/2011 14:55,1.65,12564.0,France
558056,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,6/24/2011 14:54,2.95,15186.0,United Kingdom
573863,23323,WHITE WICKER STAR ,12,11/1/2011 11:51,2.1,16825.0,United Kingdom
571923,23285,PINK VINTAGE SPOT BEAKER,8,10/19/2011 16:24,0.85,12685.0,France
560104,23093,SMALL PARISIENNE HEART PHOTO FRAME ,2,7/14/2011 18:56,2.49,17921.0,United Kingdom
568163,21591,COSY HOUR CIGAR BOX MATCHES ,24,9/25/2011 12:34,1.25,14540.0,United Kingdom
569469,23370,SET 36 COLOURING PENCILS DOILY,4,10/4/2011 12:22,1.25,16360.0,United Kingdom
537764,20963,APPLE BATH SPONGE,1,12/8/2010 12:06,1.25,16893.0,United Kingdom
546389,22427,ENAMEL FLOWER JUG CREAM,3,3/11/2011 13:56,5.95,16801.0,United Kingdom
564821,23324,RUSTIC STRAWBERRY JAM POT LARGE ,6,8/30/2011 12:16,2.08,14078.0,United Kingdom
579711,21615,4 LAVENDER BOTANICAL DINNER CANDLES,1,11/30/2011 14:17,1.25,15060.0,United Kingdom
575602,84997D,CHILDRENS CUTLERY POLKADOT PINK,1,11/10/2011 12:27,4.15,17059.0,United Kingdom
577228,23517,EMBROIDERED RIBBON REEL REBECCA ,1,11/18/2011 12:07,2.89,12391.0,Cyprus
556264,22697,GREEN REGENCY TEACUP AND SAUCER,6,6/9/2011 18:42,2.95,16107.0,United Kingdom
557787,15044A,PINK PAPER PARASOL ,1,6/22/2011 16:16,2.95,15041.0,United Kingdom
544089,85203,HANGING WOOD AND FELT BUTTERFLY ,2,2/15/2011 17:51,0.79,,United Kingdom
573329,21930,JUMBO STORAGE BAG SKULLS,4,10/30/2011 11:19,2.08,14810.0,United Kingdom
563428,23012,GLASS APOTHECARY BOTTLE PERFUME,4,8/16/2011 11:44,3.95,13159.0,United Kingdom
577026,20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,2,11/17/2011 12:55,3.25,17237.0,United Kingdom
569302,22728,ALARM CLOCK BAKELIKE PINK,3,10/3/2011 12:04,3.75,16205.0,United Kingdom
552951,21714,CITRONELLA CANDLE GARDEN POT,6,5/12/2011 12:05,1.25,14988.0,United Kingdom
559687,22704,WRAP RED APPLES ,25,7/11/2011 15:28,0.42,17966.0,United Kingdom
547888,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,3/28/2011 9:59,0.55,13368.0,United Kingdom
567901,35961,FOLKART ZINC HEART CHRISTMAS DEC,1,9/22/2011 16:28,1.63,,United Kingdom
576649,21034,REX CASH+CARRY JUMBO SHOPPER,6,11/16/2011 10:32,0.95,16008.0,United Kingdom
558056,22151,PLACE SETTING WHITE HEART,48,6/24/2011 14:54,0.42,15186.0,United Kingdom
557322,22986,GINGHAM ROSE WRAP,25,6/20/2011 9:04,0.42,17444.0,Canada
563030,84879,ASSORTED COLOUR BIRD ORNAMENT,16,8/11/2011 14:36,1.69,14834.0,United Kingdom
575639,23263,SET OF 3 WOODEN HEART DECORATIONS,96,11/10/2011 13:49,1.04,15289.0,United Kingdom
560107,22386,JUMBO BAG PINK POLKADOT,10,7/15/2011 8:09,2.08,12928.0,United Kingdom
547122,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,3/21/2011 11:52,4.95,17678.0,United Kingdom
551720,15056N,EDWARDIAN PARASOL NATURAL,3,5/3/2011 16:35,5.95,18146.0,United Kingdom
578151,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,11/23/2011 11:18,0.85,16020.0,United Kingdom
572674,23556,LANDMARK FRAME COVENT GARDEN ,1,10/25/2011 13:17,12.5,14173.0,United Kingdom
570790,23263,SET OF 3 WOODEN HEART DECORATIONS,12,10/12/2011 11:55,1.25,13575.0,United Kingdom
574529,23360,SET 8 CANDLES VINTAGE DOILY,12,11/4/2011 14:06,1.95,17233.0,United Kingdom
539314,21114,LAVENDER SCENTED FABRIC HEART,20,12/16/2010 18:20,1.25,13874.0,United Kingdom
541949,22543,MINI JIGSAW BAKE A CAKE ,24,1/24/2011 12:08,0.42,18136.0,United Kingdom
537764,22360,GLASS JAR ENGLISH CONFECTIONERY,2,12/8/2010 12:06,2.95,16893.0,United Kingdom
554076,23065,LARGE DECO JEWELLERY STAND,1,5/22/2011 11:30,12.5,16556.0,United Kingdom
551277,22840,ROUND CAKE TIN VINTAGE RED,1,4/27/2011 13:06,7.95,13637.0,United Kingdom
568547,22997,TRAVEL CARD WALLET UNION JACK,24,9/27/2011 14:37,0.42,15568.0,United Kingdom
538909,20750,RED RETROSPOT MINI CASES,2,12/15/2010 10:48,7.95,13491.0,United Kingdom
546396,22128,PARTY CONES CANDY ASSORTED,12,3/11/2011 14:35,1.25,13226.0,United Kingdom
550340,22457,NATURAL SLATE HEART CHALKBOARD ,6,4/17/2011 15:53,2.95,13695.0,United Kingdom
578857,23582,VINTAGE DOILY JUMBO BAG RED ,10,11/27/2011 11:18,2.08,14859.0,United Kingdom
536423,22837,HOT WATER BOTTLE BABUSHKA ,8,12/1/2010 12:08,4.65,18085.0,United Kingdom
557041,23152,IVORY SWEETHEART WIRE LETTER RACK ,4,6/16/2011 14:24,3.75,13575.0,United Kingdom
559687,85184C,SET 4 VALENTINE DECOUPAGE HEART BOX,1,7/11/2011 15:28,2.95,17966.0,United Kingdom
568333,23245,SET OF 3 REGENCY CAKE TINS,4,9/26/2011 14:48,4.95,15344.0,United Kingdom
568152,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,4,9/25/2011 11:40,8.95,16480.0,United Kingdom
559783,23286,BLUE VINTAGE SPOT BEAKER,8,7/12/2011 12:02,0.85,13069.0,United Kingdom
570289,21621,VINTAGE UNION JACK BUNTING,2,10/10/2011 11:50,8.5,17377.0,United Kingdom
563566,23302,KNEELING MAT HOUSEWORK  DESIGN,12,8/17/2011 14:25,1.65,13655.0,United Kingdom
542151,48194,DOORMAT HEARTS,2,1/26/2011 10:30,7.95,13491.0,United Kingdom
553912,22835,HOT WATER BOTTLE I AM SO POORLY,4,5/19/2011 19:32,4.65,15122.0,United Kingdom
564835,21934,SKULL SHOULDER BAG,1,8/30/2011 12:31,1.63,,United Kingdom
556128,23167,SMALL CERAMIC TOP STORAGE JAR ,12,6/9/2011 10:31,0.83,13038.0,United Kingdom
578008,84378,SET OF 3 HEART COOKIE CUTTERS,12,11/22/2011 12:47,1.45,14657.0,United Kingdom
568586,22457,NATURAL SLATE HEART CHALKBOARD ,6,9/28/2011 10:15,2.95,16119.0,United Kingdom
545597,90185A,AMBER DIAMANTE EXPANDABLE RING,1,3/4/2011 10:58,4.25,14570.0,United Kingdom
537775,22553,PLASTERS IN TIN SKULLS,12,12/8/2010 12:41,1.65,17722.0,United Kingdom
540672,21280,VINTAGE KITCHEN PRINT VEGETABLES,6,1/10/2011 15:51,2.55,15281.0,United Kingdom
540373,21467,CHERRY CROCHET FOOD COVER,2,1/6/2011 17:10,3.75,13280.0,United Kingdom
580160,47566,PARTY BUNTING,4,12/2/2011 10:47,4.95,12700.0,France
558699,23108,SET OF 10 LED DOLLY LIGHTS,6,7/1/2011 12:17,6.25,12494.0,France
580160,22302,COFFEE MUG PEARS  DESIGN,6,12/2/2011 10:47,2.55,12700.0,France
576611,22109,FULL ENGLISH BREAKFAST PLATE,1,11/15/2011 16:29,3.75,17357.0,United Kingdom
569133,47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,24,9/30/2011 14:06,0.42,15185.0,United Kingdom
565451,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,6,9/4/2011 15:37,2.1,15365.0,United Kingdom
578111,22941,CHRISTMAS LIGHTS 10 REINDEER,10,11/23/2011 9:28,8.5,14790.0,United Kingdom
558996,21889,WOODEN BOX OF DOMINOES,12,7/5/2011 12:11,1.25,13085.0,United Kingdom
569514,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,24,10/4/2011 13:56,2.89,15228.0,United Kingdom
560554,21389,IVORY HANGING DECORATION  BIRD,24,7/19/2011 13:01,0.85,16232.0,United Kingdom
547863,21731,RED TOADSTOOL LED NIGHT LIGHT,12,3/27/2011 13:07,1.65,12728.0,France
536559,22876,NUMBER TILE COTTAGE GARDEN 8,1,12/1/2010 14:54,1.95,17873.0,United Kingdom
549303,21249,WOODLAND  HEIGHT CHART STICKERS ,6,4/8/2011 8:27,2.95,18040.0,United Kingdom
573428,21976,PACK OF 60 MUSHROOM CAKE CASES,24,10/31/2011 10:19,0.55,12571.0,France
541003,84819,DANISH ROSE ROUND SEWING BOX,16,1/13/2011 10:35,0.85,15835.0,United Kingdom
577756,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,4,11/21/2011 14:59,6.75,15115.0,United Kingdom
538826,21026,SPACE OWL,10,12/14/2010 12:58,1.25,12370.0,Cyprus
556264,23170,REGENCY TEA PLATE ROSES ,12,6/9/2011 18:42,1.65,16107.0,United Kingdom
536605,22271,FELTCRAFT DOLL ROSIE,6,12/2/2010 8:52,2.95,13715.0,United Kingdom
562680,84993A,75 GREEN PETIT FOUR CASES,3,8/8/2011 13:46,0.42,17954.0,United Kingdom
549740,22433,WATERING CAN GREEN DINOSAUR,48,4/12/2011 9:49,1.65,15981.0,United Kingdom
545635,37448,CERAMIC CAKE DESIGN SPOTTED MUG,12,3/4/2011 12:14,1.49,13557.0,United Kingdom
567454,22492,MINI PAINT SET VINTAGE ,36,9/20/2011 12:12,0.65,15839.0,United Kingdom
578949,22988,SOLDIERS EGG CUP ,1,11/27/2011 14:30,1.25,14954.0,United Kingdom
570826,21703,BAG 125g SWIRLY MARBLES,2,10/12/2011 13:14,0.42,16753.0,United Kingdom
542895,72819,CUPID DESIGN SCENTED CANDLES,2,2/1/2011 13:47,2.55,14549.0,United Kingdom
563228,22624,IVORY KITCHEN SCALES,1,8/14/2011 15:34,8.5,17988.0,United Kingdom
540461,21974,SET OF 36 PAISLEY FLOWER DOILIES,12,1/7/2011 12:44,1.45,15139.0,United Kingdom
547695,22784,LANTERN CREAM GAZEBO ,6,3/24/2011 15:15,4.95,18239.0,United Kingdom
576318,22141,CHRISTMAS CRAFT TREE TOP ANGEL,18,11/14/2011 14:57,2.1,15058.0,United Kingdom
555473,21671,RED SPOT CERAMIC DRAWER KNOB,36,6/3/2011 11:59,1.25,14700.0,United Kingdom
542895,22663,JUMBO BAG DOLLY GIRL DESIGN,3,2/1/2011 13:47,1.95,14549.0,United Kingdom
541413,22487,WHITE WOOD GARDEN PLANT LADDER,2,1/17/2011 16:14,9.95,13859.0,United Kingdom
542898,20774,GREEN FERN NOTEBOOK,2,2/1/2011 14:01,1.65,16110.0,United Kingdom
552978,22626,BLACK KITCHEN SCALES,12,5/12/2011 14:46,7.65,12590.0,Germany
577508,22532,MAGIC DRAWING SLATE LEAP FROG ,1,11/20/2011 12:45,0.42,18127.0,United Kingdom
571509,23091,ZINC HERB GARDEN CONTAINER,2,10/17/2011 15:28,6.25,13110.0,United Kingdom
538709,22190,LOCAL CAFE MUG,1,12/14/2010 10:46,2.1,16442.0,United Kingdom
559528,82486,WOOD S/3 CABINET ANT WHITE FINISH,4,7/10/2011 11:34,8.95,13064.0,United Kingdom
578793,23555,LANDMARK FRAME NOTTING HILL ,3,11/25/2011 12:21,12.5,16210.0,United Kingdom
576860,21982,PACK OF 12 SUKI TISSUES ,12,11/16/2011 15:58,0.39,17602.0,United Kingdom
575127,23333,IVORY WICKER HEART MEDIUM,12,11/8/2011 14:26,1.25,13695.0,United Kingdom
